ride_name,park_name,Length,Height,Speed,ride_url,length.ft,height.ft,speed.mph
Invertigo,Kings Island,1013.8 ft,131.3 ft,50 mph,https://rcdb.com/530.htm,1013.8,131.3,50
Snoopy's Soap Box Racers,Kings Island,672.6 ft,75.5 ft,37.3 mph,https://rcdb.com/21087.htm,672.6,75.5,37.3
Flying Ace Aerial Chase,Kings Island,1122 ft,48.6 ft,26 mph,https://rcdb.com/1037.htm,1122,48.6,26
Backlot Stunt Coaster,Kings Island,1960 ft,45.2 ft,40 mph,https://rcdb.com/2860.htm,1960,45.2,40
Flight of Fear,Kings Island,2705 ft,74.2 ft,54 mph,https://rcdb.com/66.htm,2705,74.2,54
Beast,Kings Island,7361 ft,110 ft,64.8 mph,https://rcdb.com/67.htm,7361,110,64.8
Adventure Express,Kings Island,2963 ft,63 ft,35 mph,https://rcdb.com/70.htm,2963,63,35
Woodstock Express,Kings Island,1350 ft,38.6 ft,35 mph,https://rcdb.com/72.htm,1350,38.6,35
Bat,Kings Island,2352 ft,78 ft,51 mph,https://rcdb.com/73.htm,2352,78,51
Diamondback,Kings Island,5282 ft,230 ft,80 mph,https://rcdb.com/4253.htm,5282,230,80
Banshee,Kings Island,4124 ft,167 ft,68 mph,https://rcdb.com/6640.htm,4124,167,68
Orion,Kings Island,5321 ft,287 ft,91 mph,https://rcdb.com/11437.htm,5321,287,91
Mystic Timbers,Kings Island,3265 ft,109.2 ft,53 mph,https://rcdb.com/14116.htm,3265,109.2,53
Son Of Beast,Kings Island,7032 ft,218 ft,78.4 mph,https://rcdb.com/584.htm,7032,218,78.4
Bat,Kings Island,2456 ft,100 ft,34 mph,https://rcdb.com/627.htm,2456,100,34
Demon,Kings Island,635 ft,56 ft,45 mph,https://rcdb.com/313.htm,635,56,45
Vortex,Kings Island,3800 ft,148 ft,55 mph,https://rcdb.com/71.htm,3800,148,55
King Cobra,Kings Island,2219 ft,95 ft,50 mph,https://rcdb.com/68.htm,2219,95,50
Firehawk,Kings Island,3339.9 ft,115 ft,50 mph,https://rcdb.com/3793.htm,3339.9,115,50
Ninja,Six Flags Magic Mountain,2700 ft,60 ft,55 mph,https://rcdb.com/129.htm,2700,60,55
New Revolution,Six Flags Magic Mountain,3457 ft,113 ft,55 mph,https://rcdb.com/130.htm,3457,113,55
Gold Rusher,Six Flags Magic Mountain,2590 ft,70 ft,35 mph,https://rcdb.com/266.htm,2590,70,35
Riddler's Revenge,Six Flags Magic Mountain,4370 ft,156 ft,65 mph,https://rcdb.com/470.htm,4370,156,65
Goliath,Six Flags Magic Mountain,4500 ft,235 ft,85 mph,https://rcdb.com/615.htm,4500,235,85
Batman The Ride,Six Flags Magic Mountain,2700 ft,105 ft,50 mph,https://rcdb.com/24.htm,2700,105,50
Viper,Six Flags Magic Mountain,3830 ft,188 ft,70 mph,https://rcdb.com/25.htm,3830,188,70
Magic Flyer,Six Flags Magic Mountain,350 ft,10 ft,10 mph,https://rcdb.com/749.htm,350,10,10
X2,Six Flags Magic Mountain,3610 ft,175 ft,76 mph,https://rcdb.com/750.htm,3610,175,76
Scream!,Six Flags Magic Mountain,3985 ft,150 ft,63 mph,https://rcdb.com/2169.htm,3985,150,63
Tatsu,Six Flags Magic Mountain,3602 ft,170 ft,62 mph,https://rcdb.com/3305.htm,3602,170,62
Apocalypse the Ride,Six Flags Magic Mountain,2877 ft,95 ft,50.1 mph,https://rcdb.com/4173.htm,2877,95,50.1
Road Runner Express,Six Flags Magic Mountain,679.1 ft,27.9 ft,21.7 mph,https://rcdb.com/4346.htm,679.1,27.9,21.7
Full Throttle,Six Flags Magic Mountain,2200 ft,164 ft,70 mph,https://rcdb.com/10948.htm,2200,164,70
Twisted Colossus,Six Flags Magic Mountain,4990 ft,121 ft,57 mph,https://rcdb.com/12282.htm,4990,121,57
West Coast Racers,Six Flags Magic Mountain,4000 ft,67 ft,55 mph,https://rcdb.com/16588.htm,4000,67,55
Wonder Woman Flight of Courage,Six Flags Magic Mountain,3300 ft,131 ft,58 mph,https://rcdb.com/19515.htm,3300,131,58
Green Lantern: First Flight,Six Flags Magic Mountain,810.4 ft,105 ft,34.2 mph,https://rcdb.com/9519.htm,810.4,105,34.2
Sarajevo Bobsleds,Six Flags Magic Mountain,1490 ft,60 ft,32 mph,https://rcdb.com/98.htm,1490,60,32
Flashback,Six Flags Magic Mountain,1900 ft,86 ft,35 mph,https://rcdb.com/128.htm,1900,86,35
Mountain Express,Six Flags Magic Mountain,1837 ft,50 ft,40 mph,https://rcdb.com/709.htm,1837,50,40
Déjà Vu,Six Flags Magic Mountain,1204.1 ft,177.2 ft,61.5 mph,https://rcdb.com/748.htm,1204.1,177.2,61.5
Raptor,Cedar Point,3790 ft,137 ft,57 mph,https://rcdb.com/1.htm,3790,137,57
Rougarou,Cedar Point,3900 ft,145 ft,60 mph,https://rcdb.com/7.htm,3900,145,60
Magnum XL-200,Cedar Point,5106 ft,205 ft,72 mph,https://rcdb.com/11.htm,5106,205,72
Blue Streak,Cedar Point,2558 ft,78 ft,40 mph,https://rcdb.com/12.htm,2558,78,40
Corkscrew,Cedar Point,2050 ft,85 ft,48 mph,https://rcdb.com/13.htm,2050,85,48
Wilderness Run,Cedar Point,443 ft,19 ft,6 mph,https://rcdb.com/15.htm,443,19,6
Woodstock Express,Cedar Point,1099.1 ft,42.7 ft,28.5 mph,https://rcdb.com/553.htm,1099.1,42.7,28.5
Millennium Force,Cedar Point,6595 ft,310 ft,93 mph,https://rcdb.com/594.htm,6595,310,93
Iron Dragon,Cedar Point,2800 ft,76 ft,40 mph,https://rcdb.com/17.htm,2800,76,40
Cedar Creek Mine Ride,Cedar Point,2540 ft,48 ft,42 mph,https://rcdb.com/18.htm,2540,48,42
Maverick,Cedar Point,4450 ft,105 ft,70 mph,https://rcdb.com/3570.htm,4450,105,70
GateKeeper,Cedar Point,4164 ft,170 ft,67 mph,https://rcdb.com/10891.htm,4164,170,67
Valravn,Cedar Point,3415 ft,223 ft,75 mph,https://rcdb.com/13383.htm,3415,223,75
Steel Vengeance,Cedar Point,5740 ft,205 ft,74 mph,https://rcdb.com/15411.htm,5740,205,74
Wild Mouse,Cedar Point,1312 ft,52 ft,35 mph,https://rcdb.com/20342.htm,1312,52,35
Top Thrill 2,Cedar Point,2800 ft,420 ft,120 mph,https://rcdb.com/1896.htm,2800,420,120
Disaster Transport,Cedar Point,1932 ft,63 ft,40 mph,https://rcdb.com/19.htm,1932,63,40
Wildcat,Cedar Point,1837 ft,50 ft,40 mph,https://rcdb.com/20.htm,1837,50,40
Wicked Twister,Cedar Point,689 ft,216.5 ft,72.1 mph,https://rcdb.com/1571.htm,689,216.5,72.1
Mean Streak,Cedar Point,5427 ft,161 ft,65 mph,https://rcdb.com/16.htm,5427,161,65
Superman - Ultimate Flight,Six Flags Great Adventure,2759 ft,106 ft,51 mph,https://rcdb.com/1976.htm,2759,106,51
Kingda Ka,Six Flags Great Adventure,3118 ft,456 ft,128 mph,https://rcdb.com/2832.htm,3118,456,128
El Toro,Six Flags Great Adventure,4400 ft,181 ft,70 mph,https://rcdb.com/3183.htm,4400,181,70
Green Lantern,Six Flags Great Adventure,4155 ft,154 ft,63 mph,https://rcdb.com/8932.htm,4155,154,63
Joker,Six Flags Great Adventure,1019 ft,120 ft,38 mph,https://rcdb.com/13421.htm,1019,120,38
Jersey Devil Coaster,Six Flags Great Adventure,3000 ft,130 ft,58 mph,https://rcdb.com/17658.htm,3000,130,58
Batman The Ride,Six Flags Great Adventure,2693 ft,105 ft,50 mph,https://rcdb.com/32.htm,2693,105,50
Skull Mountain,Six Flags Great Adventure,1377 ft,40.5 ft,33 mph,https://rcdb.com/35.htm,1377,40.5,33
Medusa,Six Flags Great Adventure,3985 ft,142 ft,61 mph,https://rcdb.com/502.htm,3985,142,61
Harley Quinn Crazy Train,Six Flags Great Adventure,1181.1 ft,26.3 ft,22.4 mph,https://rcdb.com/567.htm,1181.1,26.3,22.4
Nitro,Six Flags Great Adventure,5394 ft,230 ft,80 mph,https://rcdb.com/1106.htm,5394,230,80
Lightnin' Loops,Six Flags Great Adventure,635 ft,56 ft,45 mph,https://rcdb.com/585.htm,635,56,45
Lightnin' Loops,Six Flags Great Adventure,635 ft,56 ft,45 mph,https://rcdb.com/151.htm,635,56,45
Sarajevo Bobsled,Six Flags Great Adventure,1490 ft,64 ft,35 mph,https://rcdb.com/493.htm,1490,64,35
Ultra Twister,Six Flags Great Adventure,1421 ft,96.8 ft,44 mph,https://rcdb.com/45.htm,1421,96.8,44
Viper,Six Flags Great Adventure,1670 ft,88.6 ft,48 mph,https://rcdb.com/33.htm,1670,88.6,48
Great American Scream Machine,Six Flags Great Adventure,3800 ft,173 ft,68 mph,https://rcdb.com/34.htm,3800,173,68
Demon,Six Flags Great America,2130 ft,103.7 ft,50 mph,https://rcdb.com/3.htm,2130,103.7,50
Batman The Ride,Six Flags Great America,2700 ft,100 ft,50 mph,https://rcdb.com/5.htm,2700,100,50
Viper,Six Flags Great America,3458 ft,100 ft,50 mph,https://rcdb.com/10.htm,3458,100,50
Whizzer,Six Flags Great America,3100 ft,70 ft,42 mph,https://rcdb.com/113.htm,3100,70,42
Sprocket Rockets,Six Flags Great America,679.1 ft,27.9 ft,21.7 mph,https://rcdb.com/488.htm,679.1,27.9,21.7
Raging Bull,Six Flags Great America,5057 ft,202 ft,73 mph,https://rcdb.com/535.htm,5057,202,73
Flash: Vertical Velocity,Six Flags Great America,630 ft,185 ft,70 mph,https://rcdb.com/747.htm,630,185,70
Superman - Ultimate Flight,Six Flags Great America,2798 ft,106 ft,51 mph,https://rcdb.com/1977.htm,2798,106,51
Goliath,Six Flags Great America,3100 ft,165 ft,72 mph,https://rcdb.com/9972.htm,3100,165,72
Joker,Six Flags Great America,1019 ft,120 ft,38 mph,https://rcdb.com/14187.htm,1019,120,38
Maxx Force,Six Flags Great America,1800 ft,175 ft,78 mph,https://rcdb.com/16586.htm,1800,175,78
Ragin' Cajun,Six Flags Great America,1377.9 ft,42.7 ft,29.1 mph,https://rcdb.com/2654.htm,1377.9,42.7,29.1
Déjà Vu,Six Flags Great America,1204.1 ft,177.2 ft,61.5 mph,https://rcdb.com/746.htm,1204.1,177.2,61.5
Rolling Thunder,Six Flags Great America,1490 ft,64 ft,35 mph,https://rcdb.com/494.htm,1490,64,35
Z-Force,Six Flags Great America,1900 ft,86 ft,35 mph,https://rcdb.com/126.htm,1900,86,35
Tidal Wave,Six Flags Great America,863 ft,137.8 ft,57 mph,https://rcdb.com/38.htm,863,137.8,57
Iron Wolf,Six Flags Great America,2900 ft,100 ft,55 mph,https://rcdb.com/6.htm,2900,100,55
Shockwave,Six Flags Great America,3900 ft,170 ft,65 mph,https://rcdb.com/4.htm,3900,170,65
Carolina Cyclone,Carowinds,2100 ft,95 ft,41 mph,https://rcdb.com/81.htm,2100,95,41
Hurler,Carowinds,3157 ft,83 ft,50 mph,https://rcdb.com/85.htm,3157,83,50
Vortex,Carowinds,2040 ft,90 ft,50 mph,https://rcdb.com/86.htm,2040,90,50
Afterburn,Carowinds,2956 ft,113 ft,62 mph,https://rcdb.com/527.htm,2956,113,62
Ricochet,Carowinds,1213.9 ft,45.9 ft,28 mph,https://rcdb.com/1478.htm,1213.9,45.9,28
Kiddy Hawk,Carowinds,1122 ft,48.6 ft,26 mph,https://rcdb.com/1897.htm,1122,48.6,26
Nighthawk,Carowinds,2765.7 ft,115 ft,51 mph,https://rcdb.com/2514.htm,2765.7,115,51
Flying Cobras,Carowinds,935 ft,116.5 ft,47 mph,https://rcdb.com/4269.htm,935,116.5,47
Intimidator,Carowinds,5316 ft,232 ft,75 mph,https://rcdb.com/8588.htm,5316,232,75
Fury 325,Carowinds,6602 ft,325 ft,95 mph,https://rcdb.com/12273.htm,6602,325,95
Copperhead Strike,Carowinds,3255 ft,82 ft,50 mph,https://rcdb.com/16349.htm,3255,82,50
Flying Super Saturator,Carowinds,1087 ft,42.4 ft,30 mph,https://rcdb.com/598.htm,1087,42.4,30
White Lightnin',Carowinds,863 ft,137.8 ft,57 mph,https://rcdb.com/667.htm,863,137.8,57
Shock Wave,Six Flags Over Texas,3600 ft,116 ft,60 mph,https://rcdb.com/28.htm,3600,116,60
Judge Roy Scream,Six Flags Over Texas,2670 ft,71 ft,45 mph,https://rcdb.com/29.htm,2670,71,45
Runaway Mountain,Six Flags Over Texas,1500 ft,65 ft,40 mph,https://rcdb.com/31.htm,1500,65,40
La Vibora,Six Flags Over Texas,1490 ft,60 ft,32 mph,https://rcdb.com/99.htm,1490,60,32
Mr. Freeze,Six Flags Over Texas,1300 ft,218 ft,70 mph,https://rcdb.com/281.htm,1300,218,70
Batman The Ride,Six Flags Over Texas,2700 ft,105 ft,50 mph,https://rcdb.com/552.htm,2700,105,50
Titan,Six Flags Over Texas,5312 ft,245 ft,85 mph,https://rcdb.com/742.htm,5312,245,85
Pandemonium,Six Flags Over Texas,1351 ft,53 ft,31 mph,https://rcdb.com/4042.htm,1351,53,31
New Texas Giant,Six Flags Over Texas,4200 ft,153 ft,65 mph,https://rcdb.com/11662.htm,4200,153,65
Joker,Six Flags Over Texas,1019 ft,120 ft,38 mph,https://rcdb.com/14188.htm,1019,120,38
Aquaman: Power Wave,Six Flags Over Texas,708.7 ft,146.3 ft,62.1 mph,https://rcdb.com/17653.htm,708.7,146.3,62.1
Texas Giant,Six Flags Over Texas,4920 ft,143 ft,62 mph,https://rcdb.com/2.htm,4920,143,62
Flashback,Six Flags Over Texas,935 ft,116.5 ft,47 mph,https://rcdb.com/8.htm,935,116.5,47
Big Bend,Six Flags Over Texas,2876 ft,81 ft,52 mph,https://rcdb.com/1119.htm,2876,81,52
Comet,Hersheypark,3360 ft,84 ft,50 mph,https://rcdb.com/106.htm,3360,84,50
Jolly Rancher Remix,Hersheypark,935 ft,116.5 ft,47 mph,https://rcdb.com/109.htm,935,116.5,47
Great Bear,Hersheypark,2800 ft,90 ft,58 mph,https://rcdb.com/468.htm,2800,90,58
Wild Mouse,Hersheypark,1213.9 ft,45.9 ft,28 mph,https://rcdb.com/539.htm,1213.9,45.9,28
Fahrenheit,Hersheypark,2700 ft,121 ft,58 mph,https://rcdb.com/4049.htm,2700,121,58
Skyrush,Hersheypark,3600 ft,200 ft,75 mph,https://rcdb.com/10089.htm,3600,200,75
Candymonium,Hersheypark,4636 ft,210 ft,76 mph,https://rcdb.com/16682.htm,4636,210,76
Wildcat's Revenge,Hersheypark,3510 ft,140 ft,62 mph,https://rcdb.com/20462.htm,3510,140,62
Storm Runner,Hersheypark,2600 ft,150 ft,75 mph,https://rcdb.com/2498.htm,2600,150,75
Wildcat,Hersheypark,3183 ft,106 ft,50 mph,https://rcdb.com/100.htm,3183,106,50
Roller Soaker,Hersheypark,1300 ft,70 ft,20.5 mph,https://rcdb.com/1497.htm,1300,70,20.5
unknown,Six Flags Over Georgia,590 ft,144 ft,60 mph,https://rcdb.com/21112.htm,590,144,60
Riddler Mindbender,Six Flags Over Georgia,3253 ft,80 ft,50 mph,https://rcdb.com/37.htm,3253,80,50
Superman - Ultimate Flight,Six Flags Over Georgia,2759 ft,106 ft,51 mph,https://rcdb.com/1568.htm,2759,106,51
Goliath,Six Flags Over Georgia,4480 ft,200 ft,70 mph,https://rcdb.com/3290.htm,4480,200,70
Dare Devil Dive,Six Flags Over Georgia,2099 ft,95 ft,52 mph,https://rcdb.com/9430.htm,2099,95,52
Twisted Cyclone,Six Flags Over Georgia,2400 ft,100 ft,50 mph,https://rcdb.com/15457.htm,2400,100,50
Blue Hawk,Six Flags Over Georgia,2739.5 ft,122 ft,52 mph,https://rcdb.com/40.htm,2739.5,122,52
Great American Scream Machine,Six Flags Over Georgia,3450 ft,105 ft,57 mph,https://rcdb.com/41.htm,3450,105,57
Dahlonega Mine Train,Six Flags Over Georgia,2327 ft,37 ft,29 mph,https://rcdb.com/42.htm,2327,37,29
Batman The Ride,Six Flags Over Georgia,2700 ft,105 ft,50 mph,https://rcdb.com/421.htm,2700,105,50
Georgia Scorcher,Six Flags Over Georgia,3000 ft,107 ft,54 mph,https://rcdb.com/556.htm,3000,107,54
Déjà Vu,Six Flags Over Georgia,1204.1 ft,177.2 ft,61.5 mph,https://rcdb.com/1040.htm,1204.1,177.2,61.5
Z-Force,Six Flags Over Georgia,1900 ft,86 ft,35 mph,https://rcdb.com/127.htm,1900,86,35
Viper,Six Flags Over Georgia,863 ft,137.8 ft,57 mph,https://rcdb.com/39.htm,863,137.8,57
Georgia Cyclone,Six Flags Over Georgia,2970 ft,95 ft,50 mph,https://rcdb.com/36.htm,2970,95,50
Woodstock Express,Kings Dominion,1385 ft,35 ft,35 mph,https://rcdb.com/89.htm,1385,35,35
Flight of Fear,Kings Dominion,2705 ft,74.2 ft,54 mph,https://rcdb.com/138.htm,2705,74.2,54
Apple Zapple,Kings Dominion,1312.3 ft,51.8 ft,35 mph,https://rcdb.com/930.htm,1312.3,51.8,35
Backlot Stunt Coaster,Kings Dominion,1960 ft,45.2 ft,40 mph,https://rcdb.com/3302.htm,1960,45.2,40
Dominator,Kings Dominion,4210 ft,157 ft,65 mph,https://rcdb.com/4079.htm,4210,157,65
Intimidator 305,Kings Dominion,5100 ft,305 ft,90 mph,https://rcdb.com/4520.htm,5100,305,90
Twisted Timbers,Kings Dominion,3361 ft,111 ft,54 mph,https://rcdb.com/15028.htm,3361,111,54
Tumbili,Kings Dominion,770 ft,112 ft,34 mph,https://rcdb.com/18846.htm,770,112,34
Anaconda,Kings Dominion,2700 ft,128 ft,50 mph,https://rcdb.com/92.htm,2700,128,50
Hurler,Kings Dominion,3157 ft,83 ft,50 mph,https://rcdb.com/93.htm,3157,83,50
"Volcano, The Blast Coaster",Kings Dominion,2757 ft,155 ft,70 mph,https://rcdb.com/474.htm,2757,155,70
King Kobra,Kings Dominion,722 ft,137.8 ft,53 mph,https://rcdb.com/637.htm,722,137.8,53
HyperSonic XLC,Kings Dominion,1560 ft,165 ft,80 mph,https://rcdb.com/729.htm,1560,165,80
Shockwave,Kings Dominion,2231 ft,95 ft,50 mph,https://rcdb.com/91.htm,2231,95,50
Iron Rattler,Six Flags Fiesta Texas,3266 ft,179 ft,70 mph,https://rcdb.com/11663.htm,3266,179,70
Batman The Ride,Six Flags Fiesta Texas,1019 ft,120 ft,38 mph,https://rcdb.com/12283.htm,1019,120,38
Wonder Woman Golden Lasso Coaster,Six Flags Fiesta Texas,1800 ft,113 ft,52 mph,https://rcdb.com/15368.htm,1800,113,52
Dr. Diabolical's Cliffhanger,Six Flags Fiesta Texas,2501 ft,150 ft,60 mph,https://rcdb.com/19495.htm,2501,150,60
Poltergeist,Six Flags Fiesta Texas,2705 ft,78.8 ft,60 mph,https://rcdb.com/528.htm,2705,78.8,60
Boomerang,Six Flags Fiesta Texas,935 ft,116.5 ft,47 mph,https://rcdb.com/529.htm,935,116.5,47
Superman Krypton Coaster,Six Flags Fiesta Texas,4025 ft,168 ft,70 mph,https://rcdb.com/605.htm,4025,168,70
Pandemonium,Six Flags Fiesta Texas,1351 ft,48 ft,31 mph,https://rcdb.com/3751.htm,1351,48,31
Goliath,Six Flags Fiesta Texas,2693 ft,105 ft,50 mph,https://rcdb.com/3976.htm,2693,105,50
Boardwalk Canyon Blaster,Six Flags Fiesta Texas,1181.1 ft,26.3 ft,22.4 mph,https://rcdb.com/4003.htm,1181.1,26.3,22.4
Rattler,Six Flags Fiesta Texas,5080 ft,179.7 ft,65 mph,https://rcdb.com/56.htm,5080,179.7,65
Joker's Revenge,Six Flags Fiesta Texas,1935.7 ft,79 ft,40 mph,https://rcdb.com/206.htm,1935.7,79,40
Thunderbolt,Six Flags New England,2600 ft,70 ft,40 mph,https://rcdb.com/182.htm,2600,70,40
Riddler Revenge,Six Flags New England,2260.5 ft,109.3 ft,49.7 mph,https://rcdb.com/429.htm,2260.5,109.3,49.7
Superman the Ride,Six Flags New England,5400 ft,208 ft,77 mph,https://rcdb.com/628.htm,5400,208,77
Flashback,Six Flags New England,935 ft,116.5 ft,47 mph,https://rcdb.com/629.htm,935,116.5,47
Catwoman's Whip,Six Flags New England,1181.1 ft,26.3 ft,22.4 mph,https://rcdb.com/630.htm,1181.1,26.3,22.4
Batman - The Dark Knight,Six Flags New England,2600 ft,117.8 ft,55 mph,https://rcdb.com/1549.htm,2600,117.8,55
Wicked Cyclone,Six Flags New England,3320 ft,109 ft,55 mph,https://rcdb.com/1981.htm,3320,109,55
Gotham City Gauntlet Escape from Arkham Asylum,Six Flags New England,1213.9 ft,49.3 ft,28 mph,https://rcdb.com/9431.htm,1213.9,49.3,28
Joker,Six Flags New England,1019 ft,120 ft,38 mph,https://rcdb.com/14189.htm,1019,120,38
Goliath,Six Flags New England,1204.1 ft,177.2 ft,61.5 mph,https://rcdb.com/10138.htm,1204.1,177.2,61.5
Cyclone,Six Flags New England,3600 ft,112 ft,45 mph,https://rcdb.com/180.htm,3600,112,45
Black Widow,Six Flags New England,635 ft,56 ft,45 mph,https://rcdb.com/181.htm,635,56,45
Roller Coaster,Lagoon,2500 ft,62 ft,45 mph,https://rcdb.com/196.htm,2500,62,45
Colossus the Fire Dragon,Lagoon,2296.6 ft,86.9 ft,49.1 mph,https://rcdb.com/197.htm,2296.6,86.9,49.1
Puff the Little Fire Dragon,Lagoon,197.5 ft,10.8 ft,16.2 mph,https://rcdb.com/199.htm,197.5,10.8,16.2
Wild Mouse,Lagoon,1213.9 ft,49.3 ft,28 mph,https://rcdb.com/507.htm,1213.9,49.3,28
Bat,Lagoon,1122 ft,48.6 ft,26 mph,https://rcdb.com/2954.htm,1122,48.6,26
Wicked,Lagoon,2050.5 ft,110 ft,55 mph,https://rcdb.com/3534.htm,2050.5,110,55
Bombora,Lagoon,1040 ft,45 ft,31 mph,https://rcdb.com/9223.htm,1040,45,31
Spider,Lagoon,1391.1 ft,50.8 ft,37.3 mph,https://rcdb.com/2164.htm,1391.1,50.8,37.3
Cannibal,Lagoon,2735 ft,208 ft,70 mph,https://rcdb.com/11579.htm,2735,208,70
Loch Ness Monster,Busch Gardens Williamsburg,3240 ft,130 ft,60 mph,https://rcdb.com/110.htm,3240,130,60
Alpengeist,Busch Gardens Williamsburg,3828 ft,195 ft,67 mph,https://rcdb.com/277.htm,3828,195,67
Griffon,Busch Gardens Williamsburg,3108 ft,205 ft,71 mph,https://rcdb.com/3631.htm,3108,205,71
Tempesto,Busch Gardens Williamsburg,863 ft,150 ft,62 mph,https://rcdb.com/12277.htm,863,150,62
Pantheon,Busch Gardens Williamsburg,3328 ft,178 ft,73 mph,https://rcdb.com/16812.htm,3328,178,73
Apollo's Chariot,Busch Gardens Williamsburg,4882 ft,170 ft,73 mph,https://rcdb.com/531.htm,4882,170,73
Wild Maus,Busch Gardens Williamsburg,1213.9 ft,45.9 ft,28 mph,https://rcdb.com/455.htm,1213.9,45.9,28
