ride_name,ride_url,park_url,length_ft,height_ft,speed_mph,park_name,year_active,park_operator
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2022,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2023,cedar_fair
aquaman_power_wave,https://rcdb.com/17653.htm,https://rcdb.com/4531.htm,708.7,146.3,62.1,six_flags_over_texas,2023,six_flags
backlot_stunt_coaster,https://rcdb.com/2860.htm,https://rcdb.com/4540.htm,1960,45.2,40,kings_island,2005,cedar_fair
backlot_stunt_coaster,https://rcdb.com/2860.htm,https://rcdb.com/4540.htm,1960,45.2,40,kings_island,2006,cedar_fair
backlot_stunt_coaster,https://rcdb.com/2860.htm,https://rcdb.com/4540.htm,1960,45.2,40,kings_island,2007,cedar_fair
backlot_stunt_coaster,https://rcdb.com/2860.htm,https://rcdb.com/4540.htm,1960,45.2,40,kings_island,2008,cedar_fair
backlot_stunt_coaster,https://rcdb.com/2860.htm,https://rcdb.com/4540.htm,1960,45.2,40,kings_island,2009,cedar_fair
backlot_stunt_coaster,https://rcdb.com/2860.htm,https://rcdb.com/4540.htm,1960,45.2,40,kings_island,2010,cedar_fair
backlot_stunt_coaster,https://rcdb.com/2860.htm,https://rcdb.com/4540.htm,1960,45.2,40,kings_island,2011,cedar_fair
backlot_stunt_coaster,https://rcdb.com/2860.htm,https://rcdb.com/4540.htm,1960,45.2,40,kings_island,2012,cedar_fair
backlot_stunt_coaster,https://rcdb.com/2860.htm,https://rcdb.com/4540.htm,1960,45.2,40,kings_island,2013,cedar_fair
backlot_stunt_coaster,https://rcdb.com/2860.htm,https://rcdb.com/4540.htm,1960,45.2,40,kings_island,2014,cedar_fair
backlot_stunt_coaster,https://rcdb.com/2860.htm,https://rcdb.com/4540.htm,1960,45.2,40,kings_island,2015,cedar_fair
